D,pad,shield,freq
0.1,0.7,1.45,38.02
0.1,0.7,1.45,38.03
0.1,0.7,1.45,38.04
0.1,0.7,1.45,38.05
0.1,0.7,1.45,38.06
0.1,0.7,1.45,38.07
0.1,0.7,1.45,38.08
0.1,0.7,1.45,38.09
0.1,0.7,1.45,38.1
0.1,0.7,1.45,38.11
0.1,0.7,1.45,38.12
0.1,0.7,1.45,38.13
0.1,0.7,1.45,38.14
0.1,0.7,1.45,38.15
0.1,0.7,1.45,38.16
0.1,0.7,1.45,38.17
0.1,0.7,1.45,38.18
0.1,0.7,1.45,38.19
0.1,0.7,1.45,38.2
0.1,0.7,1.45,38.21
0.1,0.7,1.45,38.22
0.1,0.7,1.45,38.23
0.1,0.7,1.45,38.24
0.1,0.7,1.45,38.25
0.1,0.7,1.45,38.26
0.1,0.7,1.45,38.27
0.1,0.7,1.45,38.28
0.1,0.7,1.45,38.29
0.1,0.7,1.45,38.3
0.1,0.7,1.45,38.31
0.1,0.7,1.45,38.32
0.1,0.7,1.45,38.33
0.1,0.7,1.45,38.34
0.1,0.7,1.45,38.35
0.1,0.7,1.45,38.36
0.1,0.7,1.45,38.37
0.1,0.7,1.45,38.38
0.1,0.7,1.45,38.39
0.1,0.7,1.45,38.4
0.1,0.7,1.45,38.41
0.1,0.7,1.45,38.42
0.1,0.7,1.45,38.43
0.1,0.7,1.45,38.44
0.1,0.7,1.45,38.45
0.1,0.7,1.45,38.46
0.1,0.7,1.45,38.47
0.1,0.7,1.45,38.48
0.1,0.7,1.45,38.49
0.1,0.7,1.45,38.5
0.1,0.7,1.45,38.51
0.1,0.7,1.45,38.52
0.1,0.7,1.45,38.53
0.1,0.7,1.45,38.54
0.1,0.7,1.45,38.55
0.1,0.7,1.45,38.56
0.1,0.7,1.45,38.57
0.1,0.7,1.45,38.58
0.1,0.7,1.45,38.59
0.1,0.7,1.45,38.6
0.1,0.7,1.45,38.61
0.1,0.7,1.45,38.62
0.1,0.7,1.45,38.63
0.1,0.7,1.45,38.64
0.1,0.7,1.45,38.65
0.1,0.7,1.45,38.66
0.1,0.7,1.45,38.67
0.1,0.7,1.45,38.68
0.1,0.7,1.45,38.69
0.1,0.7,1.45,38.7
0.1,0.7,1.45,38.71
0.1,0.7,1.45,38.72
0.1,0.7,1.45,38.73
0.1,0.7,1.45,38.74
0.1,0.7,1.45,38.75
0.1,0.7,1.45,38.76
0.1,0.7,1.45,38.77
0.1,0.7,1.45,38.78
0.1,0.7,1.45,38.79
0.1,0.7,1.45,38.8
0.1,0.7,1.45,38.81
0.1,0.7,1.45,38.82
0.1,0.7,1.45,38.83
0.1,0.7,1.45,38.84
0.1,0.7,1.45,38.85
0.1,0.7,1.45,38.86
0.1,0.7,1.45,38.87
0.1,0.7,1.45,38.88
0.1,0.7,1.45,38.89
0.1,0.7,1.45,38.9
0.1,0.7,1.45,38.91
0.1,0.7,1.45,38.92
0.1,0.7,1.45,38.93
0.1,0.7,1.45,38.94
0.1,0.7,1.45,38.95
0.1,0.7,1.45,38.96
0.1,0.7,1.45,38.97
0.1,0.7,1.45,38.98
0.1,0.7,1.45,38.99
0.1,0.7,1.45,39
0.1,0.7,1.45,39.01
0.1,0.7,1.45,39.02
0.1,0.7,1.45,39.03
0.1,0.7,1.45,39.04
0.1,0.7,1.45,39.05
0.1,0.7,1.45,39.06
0.1,0.7,1.45,39.07
0.1,0.7,1.45,39.08
0.1,0.7,1.45,39.09
0.1,0.7,1.45,39.1
0.1,0.7,1.45,39.11
0.1,0.7,1.45,39.12
0.1,0.7,1.45,39.13
0.1,0.7,1.45,39.14
0.1,0.7,1.45,39.15
0.1,0.7,1.45,39.16
0.1,0.7,1.45,39.17
0.1,0.7,1.45,39.18
0.1,0.7,1.45,39.19
0.1,0.7,1.45,39.2
0.1,0.7,1.45,39.21
0.1,0.7,1.45,39.22
0.1,0.7,1.45,39.23
0.1,0.7,1.45,39.24
0.1,0.7,1.45,39.25
0.1,0.7,1.45,39.26
0.1,0.7,1.45,39.27
0.1,0.7,1.45,39.28
0.1,0.7,1.45,39.29
0.1,0.7,1.45,39.3
0.1,0.7,1.45,39.31
0.1,0.7,1.45,39.32
0.1,0.7,1.45,39.33
0.1,0.7,1.45,39.34
0.1,0.7,1.45,39.35
0.1,0.7,1.45,39.36
0.1,0.7,1.45,39.37
0.1,0.7,1.45,39.38
0.1,0.7,1.45,39.39
0.1,0.7,1.45,39.4
0.1,0.7,1.45,39.41
0.1,0.7,1.45,39.42
0.1,0.7,1.45,39.43
0.1,0.7,1.45,39.44
0.1,0.7,1.45,39.45
0.1,0.7,1.45,39.46
0.1,0.7,1.45,39.47
0.1,0.7,1.45,39.48
0.1,0.7,1.45,39.49
0.1,0.7,1.45,39.5
0.1,0.7,1.45,39.51
0.1,0.7,1.45,39.52
0.1,0.7,1.45,39.53
0.1,0.7,1.45,39.54
0.1,0.7,1.45,39.55
0.1,0.7,1.45,39.56
0.1,0.7,1.45,39.57
0.1,0.7,1.45,39.58
0.1,0.7,1.45,39.59
0.1,0.7,1.45,39.6
0.1,0.7,1.45,39.61
0.1,0.7,1.45,39.62
0.1,0.7,1.45,39.63
0.1,0.7,1.45,39.64
0.1,0.7,1.45,39.65
0.1,0.7,1.45,39.66
0.1,0.7,1.45,39.67
0.1,0.7,1.45,39.68
0.1,0.7,1.45,39.69
0.1,0.7,1.45,39.7
0.1,0.7,1.45,39.71
0.1,0.7,1.45,39.72
0.1,0.7,1.45,39.73
0.1,0.7,1.45,39.74
0.1,0.7,1.45,39.75
0.1,0.7,1.45,39.76
0.1,0.7,1.45,39.77
0.1,0.7,1.45,39.78
0.1,0.7,1.45,39.79
0.1,0.7,1.45,39.8
0.1,0.7,1.45,39.81
0.1,0.7,1.45,39.82
0.1,0.7,1.45,39.83
0.1,0.7,1.45,39.84
0.1,0.7,1.45,39.85
0.1,0.7,1.45,39.86
0.1,0.7,1.45,39.87
0.1,0.7,1.45,39.88
0.1,0.7,1.45,39.89
0.1,0.7,1.45,39.9
0.1,0.7,1.45,39.91
0.1,0.7,1.45,39.92
0.1,0.7,1.45,39.93
0.1,0.7,1.45,39.94
0.1,0.7,1.45,39.95
0.1,0.7,1.45,39.96
0.1,0.7,1.45,39.97
0.1,0.7,1.45,39.98
0.1,0.7,1.45,39.99
0.1,0.7,1.45,40
0.1,0.7,1.45,40.01
0.1,0.7,1.45,40.02
0.1,0.7,1.45,40.03
0.1,0.7,1.45,40.04
0.1,0.7,1.45,40.05
0.1,0.7,1.45,40.06
0.1,0.7,1.45,40.07
0.1,0.7,1.45,40.08
0.1,0.7,1.45,40.09
0.1,0.7,1.45,40.1
0.1,0.7,1.45,40.11
0.1,0.7,1.45,40.12
0.1,0.7,1.45,40.13
0.1,0.7,1.45,40.14
0.1,0.7,1.45,40.15
0.1,0.7,1.45,40.16
0.1,0.7,1.45,40.17
0.1,0.7,1.45,40.18
0.1,0.7,1.45,40.19
0.1,0.7,1.45,40.2
0.1,0.7,1.45,40.21
0.1,0.7,1.45,40.22
0.1,0.7,1.45,40.23
0.1,0.7,1.45,40.24
0.1,0.7,1.45,40.25
0.1,0.7,1.45,40.26
0.1,0.7,1.45,40.27
0.1,0.7,1.45,40.28
0.1,0.7,1.45,40.29
0.1,0.7,1.45,40.3
0.1,0.7,1.45,40.31
0.1,0.7,1.45,40.32
0.1,0.7,1.45,40.33
0.1,0.7,1.45,40.34
0.1,0.7,1.45,40.35
0.1,0.7,1.45,40.36
0.1,0.7,1.45,40.37
0.1,0.7,1.45,40.38
0.1,0.7,1.45,40.39
0.1,0.7,1.45,40.4
0.1,0.7,1.45,40.41
0.1,0.7,1.45,40.42
0.1,0.7,1.45,40.43
0.1,0.7,1.45,40.44
0.1,0.7,1.45,40.45
0.1,0.7,1.45,40.46
0.1,0.7,1.45,40.47
0.1,0.7,1.45,40.48
0.1,0.7,1.45,40.49
0.1,0.7,1.45,40.5
0.1,0.7,1.45,40.51
0.1,0.7,1.45,40.52
0.1,0.7,1.45,40.53
0.1,0.7,1.45,40.54
0.1,0.7,1.45,40.55
0.1,0.7,1.45,40.56
0.1,0.7,1.45,40.57
0.1,0.7,1.45,40.58
0.1,0.7,1.45,40.59
0.1,0.7,1.45,40.6
0.1,0.7,1.45,40.61
0.1,0.7,1.45,40.62
0.1,0.7,1.45,40.63
0.1,0.7,1.45,40.64
0.1,0.7,1.45,40.65
0.1,0.7,1.45,40.66
0.1,0.7,1.45,40.67
0.1,0.7,1.45,40.68
0.1,0.7,1.45,40.69
0.1,0.7,1.45,40.7
0.1,0.7,1.45,40.71
0.1,0.7,1.45,40.72
0.1,0.7,1.45,40.73
0.1,0.7,1.45,40.74
0.1,0.7,1.45,40.75
0.1,0.7,1.45,40.76
0.1,0.7,1.45,40.77
0.1,0.7,1.45,40.78
0.1,0.7,1.45,40.79
0.1,0.7,1.45,40.8
0.1,0.7,1.45,40.81
0.1,0.7,1.45,40.82
0.1,0.7,1.45,40.83
0.1,0.7,1.45,40.84
0.1,0.7,1.45,40.85
0.1,0.7,1.45,40.86
0.1,0.7,1.45,40.87
0.1,0.7,1.45,40.88
0.1,0.7,1.45,40.89
0.1,0.7,1.45,40.9
0.1,0.7,1.45,40.91
0.1,0.7,1.45,40.92
0.1,0.7,1.45,40.93
0.1,0.7,1.45,40.94
0.1,0.7,1.45,40.95
0.1,0.7,1.45,40.96
0.1,0.7,1.45,40.97
0.1,0.7,1.45,40.98
0.1,0.7,1.45,40.99
0.1,0.7,1.45,41
0.1,0.7,1.5,37
0.1,0.7,1.5,37.01
0.1,0.7,1.5,37.02
0.1,0.7,1.5,37.03
0.1,0.7,1.5,37.04
0.1,0.7,1.5,37.05
0.1,0.7,1.5,37.06
0.1,0.7,1.5,37.07
0.1,0.7,1.5,37.08
0.1,0.7,1.5,37.09
0.1,0.7,1.5,37.1
0.1,0.7,1.5,37.11
0.1,0.7,1.5,37.12
0.1,0.7,1.5,37.13
0.1,0.7,1.5,37.14
0.1,0.7,1.5,37.15
0.1,0.7,1.5,37.16
0.1,0.7,1.5,37.17
0.1,0.7,1.5,37.18
0.1,0.7,1.5,37.19
0.1,0.7,1.5,37.2
0.1,0.7,1.5,37.21
0.1,0.7,1.5,37.22
0.1,0.7,1.5,37.23
0.1,0.7,1.5,37.24
0.1,0.7,1.5,37.25
0.1,0.7,1.5,37.26
0.1,0.7,1.5,37.27
0.1,0.7,1.5,37.28
0.1,0.7,1.5,37.29
0.1,0.7,1.5,37.3
0.1,0.7,1.5,37.31
0.1,0.7,1.5,37.32
0.1,0.7,1.5,37.33
0.1,0.7,1.5,37.34
0.1,0.7,1.5,37.35
0.1,0.7,1.5,37.36
0.1,0.7,1.5,37.37
0.1,0.7,1.5,37.38
0.1,0.7,1.5,37.39
0.1,0.7,1.5,37.4
0.1,0.7,1.5,37.41
0.1,0.7,1.5,37.42
0.1,0.7,1.5,37.43
0.1,0.7,1.5,37.44
0.1,0.7,1.5,37.45
0.1,0.7,1.5,37.46
0.1,0.7,1.5,37.47
0.1,0.7,1.5,37.48
0.1,0.7,1.5,37.49
0.1,0.7,1.5,37.5
0.1,0.7,1.5,37.51
0.1,0.7,1.5,37.52
0.1,0.7,1.5,37.53
0.1,0.7,1.5,37.54
0.1,0.7,1.5,37.55
0.1,0.7,1.5,37.56
0.1,0.7,1.5,37.57
0.1,0.7,1.5,37.58
0.1,0.7,1.5,37.59
0.1,0.7,1.5,37.6
0.1,0.7,1.5,37.61
0.1,0.7,1.5,37.62
0.1,0.7,1.5,37.63
0.1,0.7,1.5,37.64
0.1,0.7,1.5,37.65
0.1,0.7,1.5,37.66
0.1,0.7,1.5,37.67
0.1,0.7,1.5,37.68
0.1,0.7,1.5,37.69
0.1,0.7,1.5,37.7
0.1,0.7,1.5,37.71
0.1,0.7,1.5,37.72
0.1,0.7,1.5,37.73
0.1,0.7,1.5,37.74
0.1,0.7,1.5,37.75
0.1,0.7,1.5,37.76
0.1,0.7,1.5,37.77
0.1,0.7,1.5,37.78
0.1,0.7,1.5,37.79
0.1,0.7,1.5,37.8
0.1,0.7,1.5,37.81
0.1,0.7,1.5,37.82
0.1,0.7,1.5,37.83
0.1,0.7,1.5,37.84
0.1,0.7,1.5,37.85
0.1,0.7,1.5,37.86
0.1,0.7,1.5,37.87
0.1,0.7,1.5,37.88
0.1,0.7,1.5,37.89
0.1,0.7,1.5,37.9
0.1,0.7,1.5,37.91
0.1,0.7,1.5,37.92
0.1,0.7,1.5,37.93
0.1,0.7,1.5,37.94
0.1,0.7,1.5,37.95
0.1,0.7,1.5,37.96
0.1,0.7,1.5,37.97
0.1,0.7,1.5,37.98
0.1,0.7,1.5,37.99
0.1,0.7,1.5,38
0.1,0.7,1.5,38.01
0.1,0.7,1.5,38.02
0.1,0.7,1.5,38.03
0.1,0.7,1.5,38.04
0.1,0.7,1.5,38.05
0.1,0.7,1.5,38.06
0.1,0.7,1.5,38.07
0.1,0.7,1.5,38.08
0.1,0.7,1.5,38.09
0.1,0.7,1.5,38.1
0.1,0.7,1.5,38.11
0.1,0.7,1.5,38.12
0.1,0.7,1.5,38.13
0.1,0.7,1.5,38.14
0.1,0.7,1.5,38.15
0.1,0.7,1.5,38.16
0.1,0.7,1.5,38.17
0.1,0.7,1.5,38.18
0.1,0.7,1.5,38.19
0.1,0.7,1.5,38.2
0.1,0.7,1.5,38.21
0.1,0.7,1.5,38.22
0.1,0.7,1.5,38.23
0.1,0.7,1.5,38.24
0.1,0.7,1.5,38.25
0.1,0.7,1.5,38.26
0.1,0.7,1.5,38.27
0.1,0.7,1.5,38.28
0.1,0.7,1.5,38.29
0.1,0.7,1.5,38.3
0.1,0.7,1.5,38.31
0.1,0.7,1.5,38.32
0.1,0.7,1.5,38.33
0.1,0.7,1.5,38.34
0.1,0.7,1.5,38.35
0.1,0.7,1.5,38.36
0.1,0.7,1.5,38.37
0.1,0.7,1.5,38.38
0.1,0.7,1.5,38.39
0.1,0.7,1.5,38.4
0.1,0.7,1.5,38.41
0.1,0.7,1.5,38.42
0.1,0.7,1.5,38.43
0.1,0.7,1.5,38.44
0.1,0.7,1.5,38.45
0.1,0.7,1.5,38.46
0.1,0.7,1.5,38.47
0.1,0.7,1.5,38.48
0.1,0.7,1.5,38.49
0.1,0.7,1.5,38.5
0.1,0.7,1.5,38.51
0.1,0.7,1.5,38.52
0.1,0.7,1.5,38.53
0.1,0.7,1.5,38.54
0.1,0.7,1.5,38.55
0.1,0.7,1.5,38.56
0.1,0.7,1.5,38.57
0.1,0.7,1.5,38.58
0.1,0.7,1.5,38.59
0.1,0.7,1.5,38.6
0.1,0.7,1.5,38.61
0.1,0.7,1.5,38.62
0.1,0.7,1.5,38.63
0.1,0.7,1.5,38.64
0.1,0.7,1.5,38.65
0.1,0.7,1.5,38.66
0.1,0.7,1.5,38.67
0.1,0.7,1.5,38.68
0.1,0.7,1.5,38.69
0.1,0.7,1.5,38.7
0.1,0.7,1.5,38.71
0.1,0.7,1.5,38.72
0.1,0.7,1.5,38.73
0.1,0.7,1.5,38.74
0.1,0.7,1.5,38.75
0.1,0.7,1.5,38.76
0.1,0.7,1.5,38.77
0.1,0.7,1.5,38.78
0.1,0.7,1.5,38.79
0.1,0.7,1.5,38.8
0.1,0.7,1.5,38.81
0.1,0.7,1.5,38.82
0.1,0.7,1.5,38.83
0.1,0.7,1.5,38.84
0.1,0.7,1.5,38.85
0.1,0.7,1.5,38.86
0.1,0.7,1.5,38.87
0.1,0.7,1.5,38.88
0.1,0.7,1.5,38.89
0.1,0.7,1.5,38.9
0.1,0.7,1.5,38.91
0.1,0.7,1.5,38.92
0.1,0.7,1.5,38.93
0.1,0.7,1.5,38.94
0.1,0.7,1.5,38.95
0.1,0.7,1.5,38.96
0.1,0.7,1.5,38.97
0.1,0.7,1.5,38.98
0.1,0.7,1.5,38.99
0.1,0.7,1.5,39
0.1,0.7,1.5,39.01
0.1,0.7,1.5,39.02
0.1,0.7,1.5,39.03
0.1,0.7,1.5,39.04
0.1,0.7,1.5,39.05
0.1,0.7,1.5,39.06
0.1,0.7,1.5,39.07
0.1,0.7,1.5,39.08
0.1,0.7,1.5,39.09
0.1,0.7,1.5,39.1
0.1,0.7,1.5,39.11
0.1,0.7,1.5,39.12
0.1,0.7,1.5,39.13
0.1,0.7,1.5,39.14
0.1,0.7,1.5,39.15
0.1,0.7,1.5,39.16
0.1,0.7,1.5,39.17
0.1,0.7,1.5,39.18
0.1,0.7,1.5,39.19
0.1,0.7,1.5,39.2
0.1,0.7,1.5,39.21
0.1,0.7,1.5,39.22
0.1,0.7,1.5,39.23
0.1,0.7,1.5,39.24
0.1,0.7,1.5,39.25
0.1,0.7,1.5,39.26
0.1,0.7,1.5,39.27
0.1,0.7,1.5,39.28
0.1,0.7,1.5,39.29
0.1,0.7,1.5,39.3
0.1,0.7,1.5,39.31
0.1,0.7,1.5,39.32
0.1,0.7,1.5,39.33
0.1,0.7,1.5,39.34
0.1,0.7,1.5,39.35
0.1,0.7,1.5,39.36
0.1,0.7,1.5,39.37
0.1,0.7,1.5,39.38
0.1,0.7,1.5,39.39
0.1,0.7,1.5,39.4
0.1,0.7,1.5,39.41
0.1,0.7,1.5,39.42
0.1,0.7,1.5,39.43
0.1,0.7,1.5,39.44
0.1,0.7,1.5,39.45
0.1,0.7,1.5,39.46
0.1,0.7,1.5,39.47
0.1,0.7,1.5,39.48
0.1,0.7,1.5,39.49
0.1,0.7,1.5,39.5
0.1,0.7,1.5,39.51
0.1,0.7,1.5,39.52
0.1,0.7,1.5,39.53
0.1,0.7,1.5,39.54
0.1,0.7,1.5,39.55
0.1,0.7,1.5,39.56
0.1,0.7,1.5,39.57
0.1,0.7,1.5,39.58
0.1,0.7,1.5,39.59
0.1,0.7,1.5,39.6
0.1,0.7,1.5,39.61
0.1,0.7,1.5,39.62
0.1,0.7,1.5,39.63
0.1,0.7,1.5,39.64
0.1,0.7,1.5,39.65
0.1,0.7,1.5,39.66
0.1,0.7,1.5,39.67
0.1,0.7,1.5,39.68
0.1,0.7,1.5,39.69
0.1,0.7,1.5,39.7
0.1,0.7,1.5,39.71
0.1,0.7,1.5,39.72
0.1,0.7,1.5,39.73
0.1,0.7,1.5,39.74
0.1,0.7,1.5,39.75
0.1,0.7,1.5,39.76
0.1,0.7,1.5,39.77
0.1,0.7,1.5,39.78
0.1,0.7,1.5,39.79
0.1,0.7,1.5,39.8
0.1,0.7,1.5,39.81
0.1,0.7,1.5,39.82
0.1,0.7,1.5,39.83
0.1,0.7,1.5,39.84
0.1,0.7,1.5,39.85
0.1,0.7,1.5,39.86
0.1,0.7,1.5,39.87
0.1,0.7,1.5,39.88
0.1,0.7,1.5,39.89
0.1,0.7,1.5,39.9
0.1,0.7,1.5,39.91
0.1,0.7,1.5,39.92
0.1,0.7,1.5,39.93
0.1,0.7,1.5,39.94
0.1,0.7,1.5,39.95
0.1,0.7,1.5,39.96
0.1,0.7,1.5,39.97
0.1,0.7,1.5,39.98
0.1,0.7,1.5,39.99
0.1,0.7,1.5,40
0.1,0.7,1.5,40.01
0.1,0.7,1.5,40.02
0.1,0.7,1.5,40.03
0.1,0.7,1.5,40.04
0.1,0.7,1.5,40.05
0.1,0.7,1.5,40.06
0.1,0.7,1.5,40.07
0.1,0.7,1.5,40.08
0.1,0.7,1.5,40.09
0.1,0.7,1.5,40.1
0.1,0.7,1.5,40.11
0.1,0.7,1.5,40.12
0.1,0.7,1.5,40.13
0.1,0.7,1.5,40.14
0.1,0.7,1.5,40.15
0.1,0.7,1.5,40.16
0.1,0.7,1.5,40.17
0.1,0.7,1.5,40.18
0.1,0.7,1.5,40.19
0.1,0.7,1.5,40.2
0.1,0.7,1.5,40.21
0.1,0.7,1.5,40.22
0.1,0.7,1.5,40.23
0.1,0.7,1.5,40.24
0.1,0.7,1.5,40.25
0.1,0.7,1.5,40.26
0.1,0.7,1.5,40.27
0.1,0.7,1.5,40.28
0.1,0.7,1.5,40.29
0.1,0.7,1.5,40.3
0.1,0.7,1.5,40.31
0.1,0.7,1.5,40.32
0.1,0.7,1.5,40.33
0.1,0.7,1.5,40.34
0.1,0.7,1.5,40.35
0.1,0.7,1.5,40.36
0.1,0.7,1.5,40.37
0.1,0.7,1.5,40.38
0.1,0.7,1.5,40.39
0.1,0.7,1.5,40.4
0.1,0.7,1.5,40.41
0.1,0.7,1.5,40.42
0.1,0.7,1.5,40.43
0.1,0.7,1.5,40.44
0.1,0.7,1.5,40.45
0.1,0.7,1.5,40.46
0.1,0.7,1.5,40.47
0.1,0.7,1.5,40.48
0.1,0.7,1.5,40.49
0.1,0.7,1.5,40.5
0.1,0.7,1.5,40.51
0.1,0.7,1.5,40.52
0.1,0.7,1.5,40.53
0.1,0.7,1.5,40.54
0.1,0.7,1.5,40.55
0.1,0.7,1.5,40.56
0.1,0.7,1.5,40.57
0.1,0.7,1.5,40.58
0.1,0.7,1.5,40.59
0.1,0.7,1.5,40.6
0.1,0.7,1.5,40.61
0.1,0.7,1.5,40.62
0.1,0.7,1.5,40.63
0.1,0.7,1.5,40.64
0.1,0.7,1.5,40.65
0.1,0.7,1.5,40.66
0.1,0.7,1.5,40.67
0.1,0.7,1.5,40.68
0.1,0.7,1.5,40.69
0.1,0.7,1.5,40.7
0.1,0.7,1.5,40.71
0.1,0.7,1.5,40.72
0.1,0.7,1.5,40.73
0.1,0.7,1.5,40.74
0.1,0.7,1.5,40.75
0.1,0.7,1.5,40.76
0.1,0.7,1.5,40.77
0.1,0.7,1.5,40.78
0.1,0.7,1.5,40.79
0.1,0.7,1.5,40.8
0.1,0.7,1.5,40.81
0.1,0.7,1.5,40.82
0.1,0.7,1.5,40.83
0.1,0.7,1.5,40.84
0.1,0.7,1.5,40.85
0.1,0.7,1.5,40.86
0.1,0.7,1.5,40.87
0.1,0.7,1.5,40.88
0.1,0.7,1.5,40.89
0.1,0.7,1.5,40.9
0.1,0.7,1.5,40.91
0.1,0.7,1.5,40.92
0.1,0.7,1.5,40.93
0.1,0.7,1.5,40.94
0.1,0.7,1.5,40.95
0.1,0.7,1.5,40.96
0.1,0.7,1.5,40.97
0.1,0.7,1.5,40.98
0.1,0.7,1.5,40.99
0.1,0.7,1.5,41
0.1,0.75,1.35,37
0.1,0.75,1.35,37.01
0.1,0.75,1.35,37.02
0.1,0.75,1.35,37.03
0.1,0.75,1.35,37.04
0.1,0.75,1.35,37.05
0.1,0.75,1.35,37.06
0.1,0.75,1.35,37.07
0.1,0.75,1.35,37.08
0.1,0.75,1.35,37.09
0.1,0.75,1.35,37.1
0.1,0.75,1.35,37.11
0.1,0.75,1.35,37.12
0.1,0.75,1.35,37.13
0.1,0.75,1.35,37.14
0.1,0.75,1.35,37.15
0.1,0.75,1.35,37.16
0.1,0.75,1.35,37.17
0.1,0.75,1.35,37.18
0.1,0.75,1.35,37.19
0.1,0.75,1.35,37.2
0.1,0.75,1.35,37.21
0.1,0.75,1.35,37.22
0.1,0.75,1.35,37.23
0.1,0.75,1.35,37.24
0.1,0.75,1.35,37.25
0.1,0.75,1.35,37.26
0.1,0.75,1.35,37.27
0.1,0.75,1.35,37.28
0.1,0.75,1.35,37.29
0.1,0.75,1.35,37.3
0.1,0.75,1.35,37.31
0.1,0.75,1.35,37.32
0.1,0.75,1.35,37.33
0.1,0.75,1.35,37.34
0.1,0.75,1.35,37.35
0.1,0.75,1.35,37.36
0.1,0.75,1.35,37.37
0.1,0.75,1.35,37.38
0.1,0.75,1.35,37.39
0.1,0.75,1.35,37.4
0.1,0.75,1.35,37.41
0.1,0.75,1.35,37.42
0.1,0.75,1.35,37.43
0.1,0.75,1.35,37.44
0.1,0.75,1.35,37.45
0.1,0.75,1.35,37.46
0.1,0.75,1.35,37.47
0.1,0.75,1.35,37.48
0.1,0.75,1.35,37.49
0.1,0.75,1.35,37.5
0.1,0.75,1.35,37.51
0.1,0.75,1.35,37.52
0.1,0.75,1.35,37.53
0.1,0.75,1.35,37.54
0.1,0.75,1.35,37.55
0.1,0.75,1.35,37.56
0.1,0.75,1.35,37.57
0.1,0.75,1.35,37.58
0.1,0.75,1.35,37.59
0.1,0.75,1.35,37.6
0.1,0.75,1.35,37.61
0.1,0.75,1.35,37.62
0.1,0.75,1.35,37.63
0.1,0.75,1.35,37.64
0.1,0.75,1.35,37.65
0.1,0.75,1.35,37.66
0.1,0.75,1.35,37.67
0.1,0.75,1.35,37.68
0.1,0.75,1.35,37.69
0.1,0.75,1.35,37.7
0.1,0.75,1.35,37.71
0.1,0.75,1.35,37.72
0.1,0.75,1.35,37.73
0.1,0.75,1.35,37.74
0.1,0.75,1.35,37.75
0.1,0.75,1.35,37.76
0.1,0.75,1.35,37.77
0.1,0.75,1.35,37.78
0.1,0.75,1.35,37.79
0.1,0.75,1.35,37.8
0.1,0.75,1.35,37.81
0.1,0.75,1.35,37.82
0.1,0.75,1.35,37.83
0.1,0.75,1.35,37.84
0.1,0.75,1.35,37.85
0.1,0.75,1.35,37.86
0.1,0.75,1.35,37.87
0.1,0.75,1.35,37.88
0.1,0.75,1.35,37.89
0.1,0.75,1.35,37.9
0.1,0.75,1.35,37.91
0.1,0.75,1.35,37.92
0.1,0.75,1.35,37.93
0.1,0.75,1.35,37.94
0.1,0.75,1.35,37.95
0.1,0.75,1.35,37.96
0.1,0.75,1.35,37.97
0.1,0.75,1.35,37.98
0.1,0.75,1.35,37.99
0.1,0.75,1.35,38
0.1,0.75,1.35,38.01
0.1,0.75,1.35,38.02
0.1,0.75,1.35,38.03
0.1,0.75,1.35,38.04
0.1,0.75,1.35,38.05
0.1,0.75,1.35,38.06
0.1,0.75,1.35,38.07
0.1,0.75,1.35,38.08
0.1,0.75,1.35,38.09
0.1,0.75,1.35,38.1
0.1,0.75,1.35,38.11
0.1,0.75,1.35,38.12
0.1,0.75,1.35,38.13
0.1,0.75,1.35,38.14
0.1,0.75,1.35,38.15
0.1,0.75,1.35,38.16
0.1,0.75,1.35,38.17
0.1,0.75,1.35,38.18
0.1,0.75,1.35,38.19
0.1,0.75,1.35,38.2
0.1,0.75,1.35,38.21
0.1,0.75,1.35,38.22
0.1,0.75,1.35,38.23
0.1,0.75,1.35,38.24
0.1,0.75,1.35,38.25
0.1,0.75,1.35,38.26
0.1,0.75,1.35,38.27
0.1,0.75,1.35,38.28
0.1,0.75,1.35,38.29
0.1,0.75,1.35,38.3
0.1,0.75,1.35,38.31
0.1,0.75,1.35,38.32
0.1,0.75,1.35,38.33
0.1,0.75,1.35,38.34
0.1,0.75,1.35,38.35
0.1,0.75,1.35,38.36
0.1,0.75,1.35,38.37
0.1,0.75,1.35,38.38
0.1,0.75,1.35,38.39
0.1,0.75,1.35,38.4
0.1,0.75,1.35,38.41
0.1,0.75,1.35,38.42
0.1,0.75,1.35,38.43
0.1,0.75,1.35,38.44
0.1,0.75,1.35,38.45
0.1,0.75,1.35,38.46
0.1,0.75,1.35,38.47
0.1,0.75,1.35,38.48
0.1,0.75,1.35,38.49
0.1,0.75,1.35,38.5
0.1,0.75,1.35,38.51
0.1,0.75,1.35,38.52
0.1,0.75,1.35,38.53
0.1,0.75,1.35,38.54
0.1,0.75,1.35,38.55
0.1,0.75,1.35,38.56
0.1,0.75,1.35,38.57
0.1,0.75,1.35,38.58
0.1,0.75,1.35,38.59
0.1,0.75,1.35,38.6
0.1,0.75,1.35,38.61
0.1,0.75,1.35,38.62
0.1,0.75,1.35,38.63
0.1,0.75,1.35,38.64
0.1,0.75,1.35,38.65
0.1,0.75,1.35,38.66
0.1,0.75,1.35,38.67
0.1,0.75,1.35,38.68
0.1,0.75,1.35,38.69
0.1,0.75,1.35,38.7
0.1,0.75,1.35,38.71
0.1,0.75,1.35,38.72
0.1,0.75,1.35,38.73
0.1,0.75,1.35,38.74
